,merchant_id,Cluster_k22_GMM_AIC_BIC
29734,M_ID_4154115094,12
29735,M_ID_4154193d78,16
29736,M_ID_4154cab4e8,13
29737,M_ID_4155199214,16
29738,M_ID_41573e206c,9
29739,M_ID_415934b76d,0
29740,M_ID_41596126b1,9
29741,M_ID_415a45f353,1
29742,M_ID_415ab70517,11
29743,M_ID_415adc89c9,16
29744,M_ID_415b28f112,19
29745,M_ID_415c124284,15
29746,M_ID_415d90b64d,14
29747,M_ID_415d9c1475,0
29748,M_ID_415fe21f7a,11
29749,M_ID_4160129a27,15
29750,M_ID_4160f923a7,6
29751,M_ID_4161a9fe24,1
29752,M_ID_41622c3fbe,1
29753,M_ID_4163168b31,6
29754,M_ID_41638d0a37,10
29755,M_ID_4163f5bbe1,14
29756,M_ID_41644b4578,2
29757,M_ID_41647479ee,11
29758,M_ID_4164a0a532,1
29759,M_ID_4164a205e5,11
29760,M_ID_4164aff293,13
29761,M_ID_4164c8f273,8
29762,M_ID_4166b83cbd,21
29763,M_ID_41680d28fd,14
29764,M_ID_4169996042,1
29765,M_ID_416a0f0cc5,15
29766,M_ID_416b4ec2c8,1
29767,M_ID_416c75f773,1
29768,M_ID_416cbf1ab0,1
29769,M_ID_416da9730c,0
29770,M_ID_416f9c83f0,0
29771,M_ID_41725fe613,11
29772,M_ID_417277db2d,13
29773,M_ID_41727c810e,1
29774,M_ID_4173fa1bd0,15
29775,M_ID_41755247f6,1
29776,M_ID_4175b91078,12
29777,M_ID_41764cfee1,1
29778,M_ID_4177e1ac0a,17
29779,M_ID_4179b35bd9,13
29780,M_ID_4179bb2a1f,17
29781,M_ID_417a6ba096,15
29782,M_ID_417b2ab699,0
29783,M_ID_417b95a564,2
29784,M_ID_417cc199c3,2
29785,M_ID_417ce65e19,2
29786,M_ID_417d0100eb,15
29787,M_ID_417d5ac817,14
29788,M_ID_417d7b3afc,2
29789,M_ID_417de9b929,19
29790,M_ID_417f0853bf,6
29791,M_ID_417fdc967a,1
29792,M_ID_4180253ece,15
29793,M_ID_4180edc885,15
29794,M_ID_41815bc85e,1
29795,M_ID_41822c6395,15
29796,M_ID_418345e787,1
29797,M_ID_4183639adb,9
29798,M_ID_4185cc06fd,1
29799,M_ID_41864dac12,16
29800,M_ID_41869dd692,17
29801,M_ID_418779e921,15
29802,M_ID_4187c4a012,17
29803,M_ID_418856ffe1,17
29804,M_ID_4188a0d1f9,17
29805,M_ID_4188b1f552,11
29806,M_ID_4188c61df1,12
29807,M_ID_4189228b30,17
29808,M_ID_4189346456,0
29809,M_ID_4189424417,15
29810,M_ID_4189b7e16d,20
29811,M_ID_4189d90819,1
29812,M_ID_4189dd7e56,11
29813,M_ID_418a4ca736,2
29814,M_ID_418ad06936,2
29815,M_ID_418afe4550,14
29816,M_ID_418b6bd3d8,15
29817,M_ID_418bb9bfbf,15
29818,M_ID_418ce44d57,17
29819,M_ID_418d68fe4e,15
29820,M_ID_418ef6fb66,11
29821,M_ID_41902a61fc,20
29822,M_ID_4192250463,17
29823,M_ID_4192e06d3a,15
29824,M_ID_4194b0c308,13
29825,M_ID_4195d340fd,6
29826,M_ID_4196611ddc,8
29827,M_ID_419818fae1,1
29828,M_ID_419886a92e,1
29829,M_ID_4199303d1a,11
29830,M_ID_4199e6defb,12
29831,M_ID_419bbe254a,14
29832,M_ID_419cc745b9,1
29833,M_ID_419d933e72,15
29834,M_ID_419de12a70,1
29835,M_ID_419f997c8b,2
29836,M_ID_41a1e0c573,17
29837,M_ID_41a3b013ca,17
29838,M_ID_41a3b5305e,1
29839,M_ID_41a446ef8a,11
29840,M_ID_41a45c3ad9,12
29841,M_ID_41a57b1bcd,12
29842,M_ID_41a65ebc59,13
29843,M_ID_41a721bd8d,13
29844,M_ID_41a755b568,13
29845,M_ID_41a7c760cc,11
29846,M_ID_41a80aec3a,8
29847,M_ID_41a8415044,13
29848,M_ID_41a9480b3f,14
29849,M_ID_41a9e20ae2,13
29850,M_ID_41aa075195,2
29851,M_ID_41abb244a8,1
29852,M_ID_41ac28faa2,0
29853,M_ID_41ac4d2b6c,9
29854,M_ID_41ad6d3484,15
29855,M_ID_41adbed649,8
29856,M_ID_41aec002da,10
29857,M_ID_41af1608a9,17
29858,M_ID_41afca62c1,17
29859,M_ID_41b019926c,14
29860,M_ID_41b100f124,13
29861,M_ID_41b1218580,1
29862,M_ID_41b19255a0,13
29863,M_ID_41b31198d2,8
29864,M_ID_41b32d0c1f,11
29865,M_ID_41b336c290,19
29866,M_ID_41b40edc54,13
29867,M_ID_41b44ff79f,14
29868,M_ID_41b4d9159e,1
29869,M_ID_41b69e7cd7,14
29870,M_ID_41b7874685,14
29871,M_ID_41b7a8ddb6,15
29872,M_ID_41b9261858,15
29873,M_ID_41ba57aa47,1
29874,M_ID_41baef8066,17
29875,M_ID_41bb27d821,15
29876,M_ID_41bb2a6a64,10
29877,M_ID_41bb7c51b3,17
29878,M_ID_41bbf0a371,1
29879,M_ID_41bc3da81e,1
29880,M_ID_41bcf5c863,11
29881,M_ID_41bd36eca2,2
29882,M_ID_41bda28951,5
29883,M_ID_41bdc78079,2
29884,M_ID_41c0e88f56,17
29885,M_ID_41c24abaa0,14
29886,M_ID_41c2b58c10,15
29887,M_ID_41c2e608a6,1
29888,M_ID_41c2f75c85,11
29889,M_ID_41c32a0038,12
29890,M_ID_41c3eb9ee1,1
29891,M_ID_41c545b25b,2
29892,M_ID_41c55e3ac8,14
29893,M_ID_41c68f74ec,15
29894,M_ID_41c715be31,1
29895,M_ID_41c73544ed,20
29896,M_ID_41c8057360,15
29897,M_ID_41c9f33774,19
29898,M_ID_41caa052a9,15
29899,M_ID_41cb1ccc73,15
29900,M_ID_41cb73dc12,15
29901,M_ID_41cc84b0c3,1
29902,M_ID_41cef3dfcc,15
29903,M_ID_41cf0b698a,0
29904,M_ID_41cfb82b85,1
29905,M_ID_41d36fb0f9,14
29906,M_ID_41d3977bb2,17
29907,M_ID_41d47f89dc,15
29908,M_ID_41d5a3c031,11
29909,M_ID_41d5a7780c,13
29910,M_ID_41d5ab0848,2
29911,M_ID_41d5e0b683,11
29912,M_ID_41d7519f3a,9
29913,M_ID_41d8456228,2
29914,M_ID_41d84da8fe,1
29915,M_ID_41d86c892d,13
29916,M_ID_41d977bf9b,11
29917,M_ID_41dd0c6ad4,1
29918,M_ID_41dfb01807,0
29919,M_ID_41dfc79d39,0
29920,M_ID_41e04697d4,10
29921,M_ID_41e05933f1,19
29922,M_ID_41e142e073,8
29923,M_ID_41e3a3b3db,1
29924,M_ID_41e4205cf1,10
29925,M_ID_41e4a0ce0c,1
29926,M_ID_41e4fd58f8,9
29927,M_ID_41e54465de,8
29928,M_ID_41e5e1d644,15
29929,M_ID_41e684974a,1
29930,M_ID_41e8df2838,11
29931,M_ID_41e90b71e2,6
29932,M_ID_41e90e7e4d,10
29933,M_ID_41ebccbaee,15
29934,M_ID_41ec5b6eee,2
29935,M_ID_41ed4c0c08,11
29936,M_ID_41ee26c370,1
29937,M_ID_41ee84607c,1
29938,M_ID_41ee8f58b8,19
29939,M_ID_41eecd4340,1
29940,M_ID_41f01297c6,1
29941,M_ID_41f02cdd39,16
29942,M_ID_41f0bf8270,19
29943,M_ID_41f1ca0e6a,13
29944,M_ID_41f229154c,1
29945,M_ID_41f2adbced,7
29946,M_ID_41f2d5aaef,19
29947,M_ID_41f3cef9d8,2
29948,M_ID_41f4596d18,1
29949,M_ID_41f61fabca,2
29950,M_ID_41f780be68,10
29951,M_ID_41f81623ad,1
29952,M_ID_41f93a9390,11
29953,M_ID_41f93e2db9,15
29954,M_ID_41f970aa18,8
29955,M_ID_41fad7c774,15
29956,M_ID_41fb6e8e33,0
29957,M_ID_41fbd22e17,14
29958,M_ID_41fbf5c220,2
29959,M_ID_41ff4aa95f,16
29960,M_ID_420038e707,6
29961,M_ID_42005ed13d,14
29962,M_ID_4201d5f622,17
29963,M_ID_4202ee81e0,8
29964,M_ID_420332e2e9,13
29965,M_ID_42038c2ad3,15
29966,M_ID_4203af47c8,11
29967,M_ID_42045be6d7,8
29968,M_ID_4205b2aae9,14
29969,M_ID_4206fc9ba8,15
29970,M_ID_42089e5048,11
29971,M_ID_4208a173a4,10
29972,M_ID_4208e0144b,17
29973,M_ID_420bb8bc6c,15
29974,M_ID_420c9fb18c,2
29975,M_ID_420d867c81,0
29976,M_ID_420d899707,19
29977,M_ID_420f416e8a,9
29978,M_ID_420f84bdf1,2
29979,M_ID_42100a8436,15
29980,M_ID_4210579df3,9
29981,M_ID_4210956b73,2
29982,M_ID_42120fe770,15
29983,M_ID_4212a1264e,1
29984,M_ID_4214226ada,0
29985,M_ID_4214c1b254,9
29986,M_ID_4214d7e99c,19
29987,M_ID_4215efcc3c,13
29988,M_ID_4218be3de7,15
29989,M_ID_421a218079,10
29990,M_ID_421b646b94,15
29991,M_ID_421ce27f47,6
29992,M_ID_421d198c5e,2
29993,M_ID_421de74be4,2
29994,M_ID_422342b36d,8
29995,M_ID_4223bb06b9,1
29996,M_ID_422428d5a9,8
29997,M_ID_4227057a8b,9
29998,M_ID_4227677477,2
29999,M_ID_42276feb49,17
30000,M_ID_4227d33bf2,2
30001,M_ID_4227f5df16,0
30002,M_ID_422a560321,15
30003,M_ID_422b5161e2,13
30004,M_ID_422e9e1822,0
30005,M_ID_42303b4ffb,8
30006,M_ID_42314dd86d,15
30007,M_ID_4231e0cdae,8
30008,M_ID_42332b0753,1
30009,M_ID_42333a84b6,1
30010,M_ID_423546c23f,15
30011,M_ID_4235eed467,12
30012,M_ID_4237587cbb,9
30013,M_ID_423762dae1,14
30014,M_ID_4237e96931,17
30015,M_ID_4238a685d9,2
30016,M_ID_4239733a23,13
30017,M_ID_423a073a77,13
30018,M_ID_423beacb6c,2
30019,M_ID_423ceaf3b6,1
30020,M_ID_423e16c652,15
30021,M_ID_423e33e227,0
30022,M_ID_423e498b82,0
30023,M_ID_423ececec5,0
30024,M_ID_423fed110c,11
30025,M_ID_4240a5147d,15
30026,M_ID_42421a1f04,15
30027,M_ID_424265e6a9,8
30028,M_ID_4242a37d9b,13
30029,M_ID_4243253e6c,11
30030,M_ID_4243bd9f21,1
30031,M_ID_4243dbf510,13
30032,M_ID_4243e7280f,17
30033,M_ID_424535a472,11
30034,M_ID_42457dfa97,19
30035,M_ID_42458f01bc,5
30036,M_ID_42468a1fc2,2
30037,M_ID_4246d8ee78,16
30038,M_ID_42472c0073,8
30039,M_ID_4247be5ca4,14
30040,M_ID_4248b3849a,16
30041,M_ID_424927e9ea,0
30042,M_ID_424af08136,0
30043,M_ID_424c3f7cc7,11
30044,M_ID_424ce8496a,19
30045,M_ID_424e7a304f,1
30046,M_ID_424f2faf72,19
30047,M_ID_424f85c550,6
30048,M_ID_4252ab5097,1
30049,M_ID_425302e266,0
30050,M_ID_4254ffb98d,11
30051,M_ID_4255414b82,14
30052,M_ID_42559433d7,13
30053,M_ID_4256723c20,14
30054,M_ID_4257311a6a,17
30055,M_ID_42578881be,2
30056,M_ID_425a090212,20
30057,M_ID_425a92db20,20
30058,M_ID_425abb7673,0
30059,M_ID_425bc7c56e,0
30060,M_ID_425c97f3df,2
30061,M_ID_425cdb1ac0,10
30062,M_ID_425e7d35bc,0
30063,M_ID_426083b068,9
30064,M_ID_42613a3377,1
30065,M_ID_4261a9e74f,8
30066,M_ID_42620ab516,8
30067,M_ID_42628c5f24,16
30068,M_ID_4262d355ab,11
30069,M_ID_4262ded034,9
30070,M_ID_4265c5cb4f,11
30071,M_ID_42684dfddc,17
30072,M_ID_42690827b7,17
30073,M_ID_42692ccc38,11
30074,M_ID_42697d5d44,9
30075,M_ID_4269871309,5
30076,M_ID_4269f0f5c6,17
30077,M_ID_4269f47ef9,14
30078,M_ID_426c9e72a8,1
30079,M_ID_426c9f7815,2
30080,M_ID_426d3132b2,0
30081,M_ID_426e14be5b,19
30082,M_ID_427029c493,8
30083,M_ID_4270881882,1
30084,M_ID_4270caee23,1
30085,M_ID_4272352e6b,11
30086,M_ID_42729dce29,13
30087,M_ID_4274c1ff30,15
30088,M_ID_4274c94fbf,16
30089,M_ID_4276e4d825,17
30090,M_ID_42770a1d65,2
30091,M_ID_4277b6355f,8
30092,M_ID_4277e5cfb6,20
30093,M_ID_4277ef6a15,2
30094,M_ID_42786bbc12,0
30095,M_ID_4279edc528,2
30096,M_ID_427a03d7af,11
30097,M_ID_427c6d5ec3,17
30098,M_ID_427dc7f45a,1
30099,M_ID_427edd4a21,11
30100,M_ID_427fa0694e,1
30101,M_ID_427fe92f61,0
30102,M_ID_4280ea162c,8
30103,M_ID_4281115821,13
30104,M_ID_4281d30423,2
30105,M_ID_428213cd4b,15
30106,M_ID_4283ed9e95,15
30107,M_ID_4283f2711c,15
30108,M_ID_42846e7bc8,19
30109,M_ID_4285bc1b23,2
30110,M_ID_42879ca2c9,17
30111,M_ID_4287b48a0b,2
30112,M_ID_4288975505,14
30113,M_ID_428897b6dd,14
30114,M_ID_4289aed314,14
30115,M_ID_428e3fe103,6
30116,M_ID_428ec3691c,12
30117,M_ID_42904a3207,14
30118,M_ID_429275452c,9
30119,M_ID_429400188b,9
30120,M_ID_42947214eb,11
30121,M_ID_4294e2b662,15
30122,M_ID_429558fd67,17
30123,M_ID_4298463f7f,13
30124,M_ID_429a1ae95c,15
30125,M_ID_429a4309e1,8
30126,M_ID_429aa6c5e9,13
30127,M_ID_429abe39b3,17
30128,M_ID_429b40cf65,13
30129,M_ID_429c06edaa,13
30130,M_ID_429ddbb305,1
30131,M_ID_429f0780ad,11
30132,M_ID_42a08b3ef8,13
30133,M_ID_42a274a19f,15
30134,M_ID_42a2dcd794,14
30135,M_ID_42a4c25bfc,11
30136,M_ID_42a6335378,15
30137,M_ID_42a7e0056c,15
30138,M_ID_42a80e9c35,17
30139,M_ID_42a8aa4218,14
30140,M_ID_42ab61c57d,19
30141,M_ID_42abc59095,9
30142,M_ID_42ace18538,17
30143,M_ID_42acf40fc7,1
30144,M_ID_42ad57bb37,11
30145,M_ID_42aebdb1d0,11
30146,M_ID_42b1814329,15
30147,M_ID_42b3844f49,13
30148,M_ID_42b42ee26b,10
30149,M_ID_42b432b3d6,17
30150,M_ID_42b434a250,9
30151,M_ID_42b47fe56c,14
30152,M_ID_42b514c11b,19
30153,M_ID_42b8356901,1
30154,M_ID_42b8365b0a,1
30155,M_ID_42b8afa25d,2
30156,M_ID_42b9f0a48e,0
30157,M_ID_42ba6a17dd,15
30158,M_ID_42bb8585d0,15
30159,M_ID_42bc2ddf7a,17
30160,M_ID_42bc69e857,2
30161,M_ID_42bc8e947f,1
30162,M_ID_42bd7e2fde,17
30163,M_ID_42bd92dd57,17
30164,M_ID_42be419c8d,2
30165,M_ID_42bfe13aa3,21
30166,M_ID_42bfe6a94f,15
30167,M_ID_42c0218cbc,10
30168,M_ID_42c04c7cc4,0
30169,M_ID_42c0c7b39e,13
30170,M_ID_42c16f360b,2
30171,M_ID_42c2a733dc,9
30172,M_ID_42c3f7a802,8
30173,M_ID_42c46b709f,2
30174,M_ID_42c476e2fe,15
30175,M_ID_42c5352973,7
30176,M_ID_42c6f42c99,0
30177,M_ID_42c794ee8c,11
30178,M_ID_42c7cd9fb2,2
30179,M_ID_42c9e745fc,11
30180,M_ID_42ca938b29,11
30181,M_ID_42caa248ef,13
30182,M_ID_42cba4f0f7,7
30183,M_ID_42cd5c6c5f,1
30184,M_ID_42ce522b06,9
30185,M_ID_42cfc42780,15
30186,M_ID_42d11de647,14
30187,M_ID_42d134923f,11
30188,M_ID_42d2a3d469,15
30189,M_ID_42d309bd8f,6
30190,M_ID_42d4345d89,14
30191,M_ID_42d49c0120,9
30192,M_ID_42d5a5dac0,19
30193,M_ID_42d5c7b324,17
30194,M_ID_42d737aa68,1
30195,M_ID_42d745a431,13
30196,M_ID_42d8a8f82c,12
30197,M_ID_42d8b520a0,8
30198,M_ID_42d8bb69f9,9
30199,M_ID_42d9d4e36d,13
30200,M_ID_42da63bbca,14
30201,M_ID_42da813605,17
30202,M_ID_42db601f68,15
30203,M_ID_42dc7b8e0c,1
30204,M_ID_42dcf99771,1
30205,M_ID_42ddc8c3f0,12
30206,M_ID_42debc7f7f,14
30207,M_ID_42ded28817,9
30208,M_ID_42e11ae7f5,20
30209,M_ID_42e18187cc,8
30210,M_ID_42e1843afb,11
30211,M_ID_42e3efedc7,13
30212,M_ID_42e45dc653,19
30213,M_ID_42e4b07fe4,21
30214,M_ID_42e5deb6b6,8
30215,M_ID_42e6e3af98,1
30216,M_ID_42e7229d9a,15
30217,M_ID_42e880a7f2,1
30218,M_ID_42e8d58a15,0
30219,M_ID_42e93773ec,9
30220,M_ID_42e9e573b8,11
30221,M_ID_42ea591e58,1
30222,M_ID_42ea5f20ce,1
30223,M_ID_42eac02820,15
30224,M_ID_42ee0f04e0,16
30225,M_ID_42ee5ea7fb,17
30226,M_ID_42ee802a42,1
30227,M_ID_42ef19c6c2,0
30228,M_ID_42efd41ca9,15
30229,M_ID_42f2434058,14
30230,M_ID_42f2ccf43a,6
30231,M_ID_42f45e7bf6,15
30232,M_ID_42f4ca79a5,0
30233,M_ID_42f4db084b,17
30234,M_ID_42f54d9595,11
30235,M_ID_42f6d13333,1
30236,M_ID_42f73d17ad,1
30237,M_ID_42f827ee6a,9
30238,M_ID_42f9341f02,0
30239,M_ID_42f95f8eba,11
30240,M_ID_42f9769608,17
30241,M_ID_42fa25a43e,17
30242,M_ID_42fb144d5f,17
30243,M_ID_42fba7170c,1
30244,M_ID_42fc9a3890,14
30245,M_ID_42fd1750e9,13
30246,M_ID_42fd535f58,6
30247,M_ID_42fd8363b1,20
30248,M_ID_42fd8e97a2,9
30249,M_ID_42fe2702e3,17
30250,M_ID_42feb68928,1
30251,M_ID_42fef4e6fe,14
30252,M_ID_42ffba8662,2
30253,M_ID_4300aeecc4,0
30254,M_ID_4304fbc580,13
30255,M_ID_430539f93c,15
30256,M_ID_4307561943,17
30257,M_ID_4307c449f9,17
30258,M_ID_4307e83e5c,1
30259,M_ID_43085f008e,17
30260,M_ID_43088d59f3,2
30261,M_ID_4308e054b0,11
30262,M_ID_430940f9be,1
30263,M_ID_4309f6449b,14
30264,M_ID_430b3bbfd0,6
30265,M_ID_430e2d1cc6,14
30266,M_ID_430ea258b4,9
30267,M_ID_430f37969f,6
30268,M_ID_430f715b99,7
30269,M_ID_430f9db52e,17
30270,M_ID_43111a13ad,13
30271,M_ID_4313ac8b10,1
30272,M_ID_4314a00daa,1
30273,M_ID_43168e1b5e,17
30274,M_ID_4316d6b28d,14
30275,M_ID_4317fe2daa,17
30276,M_ID_43181fa425,11
30277,M_ID_4318ba7702,7
30278,M_ID_4318c1e985,1
30279,M_ID_43195cf1da,6
30280,M_ID_431a1371d1,2
30281,M_ID_431a4c6e61,14
30282,M_ID_431b1f19bd,2
30283,M_ID_431bba1d2b,2
30284,M_ID_431db0bac7,13
30285,M_ID_431e2aa3f2,11
30286,M_ID_431ef9d987,11
30287,M_ID_431f5f6768,13
30288,M_ID_4320d4b883,16
30289,M_ID_432172d1a7,8
30290,M_ID_4321a97828,15
30291,M_ID_43223c481f,9
30292,M_ID_432285c89b,1
30293,M_ID_4323c82f55,13
30294,M_ID_43242bc105,12
30295,M_ID_4325212532,2
30296,M_ID_4328663546,17
30297,M_ID_43299444b2,13
30298,M_ID_432acc39a7,17
30299,M_ID_432aeffee8,11
30300,M_ID_432b2cd134,1
30301,M_ID_432c299590,13
30302,M_ID_432c307f8c,8
30303,M_ID_432c5c7192,19
30304,M_ID_432c65fbf5,16
30305,M_ID_432cde1b9e,8
30306,M_ID_432dca8c11,15
30307,M_ID_432e00569c,12
30308,M_ID_432e0fe7c0,16
30309,M_ID_432f005238,17
30310,M_ID_432fcf4285,1
30311,M_ID_432fd68a77,9
30312,M_ID_432ff3a0ad,1
30313,M_ID_43301ed2d1,1
30314,M_ID_433086dba5,19
30315,M_ID_4330d49eae,13
30316,M_ID_43311bd0fe,11
30317,M_ID_4331f1068f,11
30318,M_ID_4334c0a38a,2
30319,M_ID_43352ec37d,1
30320,M_ID_4335368686,13
30321,M_ID_4335e8bba0,15
30322,M_ID_433619c13c,13
30323,M_ID_43371f6c65,13
30324,M_ID_43372ebf38,9
30325,M_ID_4337553092,17
30326,M_ID_43382e962a,15
30327,M_ID_4338ca2401,13
30328,M_ID_4338ff772a,12
30329,M_ID_43390a2a4a,5
30330,M_ID_43391bd05d,1
30331,M_ID_4339ea250c,13
30332,M_ID_433a74287d,14
30333,M_ID_433b8fde87,1
30334,M_ID_433c286ce9,2
30335,M_ID_433cfc8ae3,1
30336,M_ID_433d55554d,6
30337,M_ID_433de9c41d,6
30338,M_ID_434081f4fc,15
30339,M_ID_4340afc7d8,1
30340,M_ID_43442c3d92,19
30341,M_ID_4344610336,2
30342,M_ID_4344a2c396,15
30343,M_ID_434560c5a3,14
30344,M_ID_4346b11a68,1
30345,M_ID_4346f2a217,16
30346,M_ID_434876c747,17
30347,M_ID_4349271714,15
30348,M_ID_434ae156b0,15
30349,M_ID_434b0ed72e,11
30350,M_ID_434b5b776c,15
30351,M_ID_434b95c768,13
30352,M_ID_434c5653a7,0
30353,M_ID_434da02e5f,14
30354,M_ID_434ec8d44a,13
30355,M_ID_434ecb213a,14
30356,M_ID_434f943a0d,0
30357,M_ID_434ff75c51,0
30358,M_ID_435119c44a,9
30359,M_ID_43516514dc,17
30360,M_ID_435287ce95,13
30361,M_ID_4354f959a4,13
30362,M_ID_43561c4b12,13
30363,M_ID_4358ac4e01,1
30364,M_ID_4358e00c26,0
30365,M_ID_43593be4a6,11
30366,M_ID_435ade0d36,13
30367,M_ID_435b691da0,1
30368,M_ID_435bb13920,2
30369,M_ID_435bc462e3,2
30370,M_ID_435c39e0de,8
30371,M_ID_435c527b9d,21
30372,M_ID_435c8b0e2e,0
30373,M_ID_435d9fd018,10
30374,M_ID_435dffa44a,13
30375,M_ID_435e7f2862,10
30376,M_ID_4363121161,13
30377,M_ID_4363f04d86,8
30378,M_ID_4364d36b1a,17
30379,M_ID_4364e1d0ab,17
30380,M_ID_436518cc6e,11
30381,M_ID_4366447886,14
30382,M_ID_4366fac786,2
30383,M_ID_43670765b5,13
30384,M_ID_4367626f56,2
30385,M_ID_4368580738,21
30386,M_ID_436859db50,1
30387,M_ID_4369b08887,17
30388,M_ID_4369dd6e95,11
30389,M_ID_436a12a623,9
30390,M_ID_436a9d805f,10
30391,M_ID_436b46a899,11
30392,M_ID_436c97640a,13
30393,M_ID_436cc62ac9,14
30394,M_ID_436dfe55fe,2
30395,M_ID_436e9efc56,13
30396,M_ID_4370b11af8,2
30397,M_ID_4371501699,17
30398,M_ID_43718000f3,20
30399,M_ID_4373735799,11
30400,M_ID_4373f6d867,11
30401,M_ID_4374db43d2,13
30402,M_ID_4376d4f3c8,9
30403,M_ID_4376dd8601,6
30404,M_ID_4378793d16,15
30405,M_ID_43788d9637,17
30406,M_ID_4378c9d866,15
30407,M_ID_4379f6bcae,13
30408,M_ID_437bc38d5e,1
30409,M_ID_437bc7e57a,5
30410,M_ID_437c978353,13
30411,M_ID_437cb4c8bf,9
30412,M_ID_437d68290f,13
30413,M_ID_437df929c7,2
30414,M_ID_437e55e246,17
30415,M_ID_437eb37682,16
30416,M_ID_438072c586,6
30417,M_ID_43814c09b6,2
30418,M_ID_4381742ac8,0
30419,M_ID_4381a6f61c,13
30420,M_ID_4382722cf3,17
30421,M_ID_4382d626b6,8
30422,M_ID_43833924af,11
30423,M_ID_4383abc30c,1
30424,M_ID_4383aeb866,2
30425,M_ID_4383de49cc,17
30426,M_ID_438401d9d8,1
30427,M_ID_438541fdd3,17
30428,M_ID_4385a66bb4,17
30429,M_ID_4385e23700,15
30430,M_ID_4385e5a643,13
30431,M_ID_43875c0251,13
30432,M_ID_43881061b8,8
30433,M_ID_4388cf4c46,11
30434,M_ID_4388e60cb5,2
30435,M_ID_43895fb785,14
30436,M_ID_4389bcad3f,2
30437,M_ID_4389c73065,0
30438,M_ID_438b3a3235,20
30439,M_ID_438daa17c4,5
30440,M_ID_438eee93d7,15
30441,M_ID_438f74720b,0
30442,M_ID_438fa1877a,8
30443,M_ID_438fb34c97,14
30444,M_ID_43906a79cc,13
30445,M_ID_4391630279,11
30446,M_ID_4392d71cd2,10
30447,M_ID_4393c2d97b,15
30448,M_ID_439519c50d,9
30449,M_ID_439547aeb4,0
30450,M_ID_43957904a4,8
30451,M_ID_439838afea,1
30452,M_ID_43984fd270,12
30453,M_ID_4398b83da4,1
30454,M_ID_439a7440e3,1
30455,M_ID_439c7c1887,11
30456,M_ID_439cedff3d,1
30457,M_ID_439e444d17,13
30458,M_ID_439e8fc2dc,13
30459,M_ID_43a1c49694,13
30460,M_ID_43a3d09f05,0
30461,M_ID_43a4a78f16,1
30462,M_ID_43a4c388bb,12
30463,M_ID_43a4ed8397,16
30464,M_ID_43a53ece33,1
30465,M_ID_43a6cda6cf,8
30466,M_ID_43a7b2d77b,1
30467,M_ID_43a7e5fad3,14
30468,M_ID_43a8bc250d,0
30469,M_ID_43a93d3497,11
30470,M_ID_43a99f7792,10
30471,M_ID_43a9e53457,17
30472,M_ID_43aa0bdd97,17
30473,M_ID_43aa5b9e25,6
30474,M_ID_43ac1a42f5,17
30475,M_ID_43ac85f38b,13
30476,M_ID_43adf1da8f,17
30477,M_ID_43ae203769,1
30478,M_ID_43ae2196b9,1
30479,M_ID_43af067a12,11
30480,M_ID_43af461aa9,1
30481,M_ID_43b18b72df,13
30482,M_ID_43b1c598ab,13
30483,M_ID_43b1d63ce1,2
30484,M_ID_43b2f6b739,13
30485,M_ID_43b3026732,6
30486,M_ID_43b371414d,2
30487,M_ID_43b4864302,11
30488,M_ID_43b50d6dca,20
30489,M_ID_43b5833f35,14
30490,M_ID_43b67c7c76,14
30491,M_ID_43b6de7c16,14
30492,M_ID_43b7f87cbc,11
30493,M_ID_43b825b191,6
30494,M_ID_43b8bb1356,8
30495,M_ID_43b8d8e9c0,1
30496,M_ID_43b92da342,13
30497,M_ID_43b9461211,17
30498,M_ID_43b979ccdb,13
30499,M_ID_43ba04f78d,1
30500,M_ID_43baf31985,13
30501,M_ID_43bb3edf7b,11
30502,M_ID_43bc4d1ee8,11
30503,M_ID_43bca13611,2
30504,M_ID_43bd6fcbcb,11
30505,M_ID_43be19136f,1
30506,M_ID_43bfb78e5a,8
30507,M_ID_43c00c8bed,12
30508,M_ID_43c02b4394,13
30509,M_ID_43c0a4a576,8
30510,M_ID_43c0cce1ce,14
30511,M_ID_43c1158635,13
30512,M_ID_43c4b6f734,13
30513,M_ID_43c4d427c7,1
30514,M_ID_43c5101ac0,14
30515,M_ID_43c520d5f9,14
30516,M_ID_43c5e6db72,12
30517,M_ID_43c7332b62,14
30518,M_ID_43c8c412df,15
30519,M_ID_43c977c479,15
30520,M_ID_43cac842d7,15
30521,M_ID_43cb3d0041,1
30522,M_ID_43cf84b696,13
30523,M_ID_43d0e22290,1
30524,M_ID_43d2785665,15
30525,M_ID_43d2f6a216,15
30526,M_ID_43d3f8fb13,15
30527,M_ID_43d4163a01,0
30528,M_ID_43d4a4539a,19
30529,M_ID_43db5e6574,19
30530,M_ID_43dbf190fa,19
30531,M_ID_43dfa799a6,9
30532,M_ID_43e0527156,11
30533,M_ID_43e0678bab,14
30534,M_ID_43e091a2b1,15
30535,M_ID_43e101557e,15
30536,M_ID_43e1389271,17
30537,M_ID_43e142a8bc,9
30538,M_ID_43e1c6166b,2
30539,M_ID_43e532d5e6,1
30540,M_ID_43e6550b74,6
30541,M_ID_43e738e38d,17
30542,M_ID_43e74486d1,9
30543,M_ID_43e799a569,20
30544,M_ID_43e8265c01,19
30545,M_ID_43e8ccfac5,19
